UF Code;EIC Code;Short Description;Large Description;Maximum Power Capacity MW;Production Type;BRP Code;UP Code
ALMONOR;18WALMONOR-12-E4;ALMONOR;P. E. ALABE MONTEMAYOR NORTE;21,0;Wonshore wind;EGED;EFEGEL1
ALMORET;18W000000000IA81;ALMORET;ALMORET;10,0;Solar PV;WMARK;FAMORET
ALMOSUR;18WALMOSUR-12-EM;ALMOSUR;ALABE-MONTEMAYOR SUR;12,7;Wonshore wind;EGED;EFEGEL1
ALMOVAR;18W000000000U34J;ALMOVAR;UFI SOLAR ALMODOVAR;14,0;Solar PV;NEXU;FALMVAR
ALMVRIO;18W000000000U33L;ALMVRIO;UFI SOLAR ALMODOVAR RIO;20,0;Solar PV;NEXU;FALMRIO
ALMZ2;18W000000000N9H3;ALMZ2;FV ALMARAZ 2;24,8;Solar PV;IBGES;FIIBGES
ALNERA;18W000000000LEW3;ALNERA;UF ALCONERA;7,2;Solar PV;NEXU;FALNERA
ALO1;18WALO1-12345-A4;ALLOZ 1;ALLOZ 1;3,3;Hydro UGH;ASIE;ASIEBRO
ALO2;18WALO2-12345-AV;ALLOZ 2;ALLOZ 2;3,3;Hydro UGH;ASIE;ASIEBRO
ALOMBA;18WALOMBA-123-ER;ALOMBA;P. E. ALABE-LOMBA;22,5;Wonshore wind;EGED;EFEGEL1
ALONDE;18W000000000SZCQ;ALONDE;UF SOLAR ALONDE;1,2;Solar PV;NEXU;FALONDE
ALOSC;18W000000000QYXW;ALOSC;ALOSC;1,8;Solar PV;GNRA;FVGNRA
ALPXC01;18W000000000BD6O;ALPXC01;ALPEX IBERICA DE ENERGIASL;10,0;Competitive suppliers;ALPEX;ALPXC01
ALQSC01;18W000000000KFY0;ALQSC01;ALQSC01;0,1;Competitive suppliers;ALSEG;ALQSC01
ALQUERA;18W000000000O2SZ;ALQRIA;ALQUERIA;3,1;Solar PV;GESTE;FALQRIA
ALR2;18WALR2-12345-AZ;ALCALA R 1;ALCALA DEL RÍO 2;2,9;Hydro UGH;ENDG;GDLQ
ALR3;18WALR3-12345-AP;ALCALA R 2;ALCALÁ DEL RÍO 3;2,9;Hydro UGH;ENDG;GDLQ
ALSEC01;18W000000000IYLE;ALSEC01;ALSET COMERCIALIZADORA;0,1;Competitive suppliers;ALSEC;ALSEC01
ALTAMIR;18WALTAMIR-123-V;ALTAMIRA;ALTAMIRA;49,3;Wonshore wind;IBGES;EHIBGES
ALTCO;18W000000000EZU9;ALCONERA;ALTEN ALCONERA DOS;7,8;Solar PV;NEXU;FALTCO
ALTENEL;18W000000000S7Q8;ALTENELCAS;ALTENELCASAR;13,0;Solar PV;RSPRA;FFRSPRA
ALTERRA;18WALTERRA-12-EC;ALTERRA;ALABE - TERRAL;27,0;Wonshore wind;EGED;EGREEN
ALTIX;18W000000000TTHU;ALTIX;ALTIX;1,2;Solar PV;GNRA;UPSON1
ALTOMOM;18W000000000RTUC;ALTOMONT;ALTOMOMPLA;0,9;Solar PV;GESTE;FGST144
ALTORRI;18WALTORRI-123-M;ALTORRI;IND. DE TRATAMIENTO DE PURINES;14,6;Natural Gas Cogeneration;COGEN;TIGALT
ALTOSOL;18W000000000SDJ4;ALTOSOL;ALTOSOL;1,8;Solar PV;DETIC;FTALTOS
ALUEC01;18W000000000LJ0F;ALUZPENIN;ALUZ PENINSULAR;1,0;Competitive suppliers;ALUZE;ALUEC01
ALUZC01;18W000000000EE2H;AHORRELUZ;AHORRELUZ;0,1;Competitive suppliers;ALUZ;ALUZC01
ALVSOL;18W000000000IJOG;SOL ALV;SOL ALV;35,0;Solar PV;SHEEN;SHEPV02
ALVSPK;18W000000000IJNI;SPK ALV;SPK ALV;35,0;Solar PV;SHEEN;SHEPV01
ALZ1;18WALZ1-12345-BT;ALMARAZ 1;ALMARAZ (G.1);1.011,3;Nuclear;IGNU;ALZ1
ALZ2;18WALZ2-12345-BJ;ALMARAZ 2;ALMARAZ (G.2);1.005,8;Nuclear;IGNU;ALZ2
AMAREI;18WAMAREI-123-ES;AMAREI;AMAREI;15,0;Wonshore wind;EGED;EFEGEL2
AMAZC01;18W000000000SX3D;AMAZON C;AMAZON COMPRA;5,0;Competitive suppliers;COMEF;AMAZC01
AMB1;18WAMB1-12345-AO;AMBASAGU 1;AMBASAGUAS 1;0,4;Hydro UGH;ASIE;ASIDUE
AMB2;18WAMB2-12345-AE;AMBASAGU 2;AMBASAGUAS 2;0,4;Hydro UGH;ASIE;ASIDUE
AMB3;18WAMB3-12345-A4;AMBASAGU 3;AMBASAGUAS 3;0,9;Hydro UGH;ASIE;ASIDUE
AMBIETX;18W-AMBIETX-2--N;AMBIETX;AMBIETX;8,9;Aux. Svcs. Consumption;BIZE;AMBIETX
AMBITG1;18WAMBITG1-12--P;AMBITG1;AMOREBIETA TURBINA GAS 1;252,4;Combined Cycle GT;BIZE;AMBIETA
AMBITG2;18WAMBITG2-12-CT;AMBITG2;AMOREBIETA TURBINA GAS 2;252,4;Combined Cycle GT;BIZE;AMBIETA
AMBITV;18WAMBITV-123-CK;AMBITV;AMOREBIETA TURBINA VAPOR;281,6;Combined Cycle GT;BIZE;AMBIETA
AMBVE;18W000000000T8GL;AMBVE;AMBVE;4,3;Solar PV;GNRA;UPAMB
AMD1;18WAMD1-12345-A2;ALMADEN 1;ALMADENES 1;2,6;Hydro UGH;IBEG;JUCA
AMD2;18WAMD2-12345-AT;ALMADEN 2;ALMADENES 2;2,6;Hydro UGH;IBEG;JUCA
AMD3;18WAMD3-12345-AJ;ALMADEN 3;ALMADENES 3;2,6;Hydro UGH;IBEG;JUCA
AMD4;18WAMD4-12345-A9;ALMADEN 4;ALMADENES 4;4,9;Hydro UGH;IBEG;JUCA
AMEC01;18W-AMEC01-99--0;AMEC01;AMEC01;0,1;Competitive suppliers;AME;AMEC01
AMEITES;18WAMEITES-12-EB;AMEITES;P.E. AMEIXEITAS-TESTEIROS;49,5;Wonshore wind;IBGES;EHIBGES
AMELC01;18W000000000U79Y;-;-;0,0;Competitive suppliers;AMELU;AMELC01
AMIC01;18W000000000TPMW;AMI;AMI ELECTRUM;1,0;Competitive suppliers;FORZA;AMIC01
AMIRAND;18W000000000RU2S;AMIRAND;MIRANDA;7,9;Natural Gas Cogeneration;EGLE;TAZUCA2
AMIZAL;18WAMIZAL-1234-Z;AMIZL;ATOMIZADAS ALCORA;12,0;Natural Gas Cogeneration;ATAL;TAMIZAL
AMOFW1;18W000000000S0TN;AMOFW1;AMOFW1;1,8;Solar PV;GNRA;FVGNRA
AMOFW2;18W000000000S0SP;AMOFW2;AMOFW2;4,4;Solar PV;GNRA;FVGNRA
AMOFW3;18W000000000S0OX;AMOFW3;AMOFW3;1,1;Solar PV;GNRA;FVGNRA
AMOFW4;18W000000000S0NZ;AMOFW4;AMOFW4;1,2;Solar PV;GNRA;FVGNRA
AMPADOR;18WAMPADOR-123-M;AMP.PADOR;P.E. AMPLIACIÓN DE PADORNELO;18,0;Wonshore wind;WMARK;AMPEACI
AMPBEC;18W0000000002RQF;AMPBEC;AMPLIACION BECERRIL;2,0;Wonshore wind;WMARK;ERONDA
AMPCHIE;18WAMPCHIE-12-ED;AMPCHIE;18WAMPCHIE-12-ED;6,6;Wonshore wind;HC G;HCGSIHA
AMPCOLL;18W000000000UFRB;AMP COLLAD;AMPLIACION COLLADETES;12,2;Wonshore wind;WMARK;PEAMPCO
AMPEC01;18W000000000LQLQ;AMPER;UP_AMPERIOS;1,0;Competitive suppliers;AMPER;AMPEC01
AMPHEAC;18WAMPHEAC-123-C;AMP.HEDRAC;P.E. AMPLIACIÓN HEDROSO ACIBER;14,0;Wonshore wind;WMARK;AMPEACI
AMPHIE;18W000000000GPEQ;AMPHIE;PE AMPLIACION HIERRO;43,2;Wonshore wind;GNCO;EGASNE2
AMPLLAN;18W000000000F5NZ;AMP LLANOS;PE AMPLIACION LLANOS;20,0;Wonshore wind;ECYR;EEGPES
AMPOCOG;18WAMPOCOG-123-5;AMPO;AMPO;7,6;Natural Gas Cogeneration;GEMSL;TAMPOC
AMPRC01;18W000000000RYXS;AMPERE;AMPERE ENERGY COMERCIALIZADORA;1,0;Competitive suppliers;AMPEA;AMPRC01
AMPSIL;18WAMPLIACIOSILW;AMPSIL;P.E. AMPLIACIÓN DE SIL;28,0;Wonshore wind;IBGES;EHIBGES
AMPSIL2;18WAMPSIL2-123-X;AMPSIL2;AMPLIACION IL FASE 2;12,0;Wonshore wind;IBGES;EHIBGES
AMYLUMI;18WAMYLUMI-123-Z;AMYLUMI;AMYLUM IBÉRICA;13,6;Natural Gas Cogeneration;DETIC;COGAMYL
AMZFW;18W000000000PSUN;AMZFW;AMZFW;2,8;Solar PV;GNRA;FVGNRA
ANARBE1;18WANARBE1-123-Q;ANARBE1;UF ANARBE I;1,2;Hydro non UGH;GNRA;HANARBE
ANARBE2;18WANARBE2-123-J;ANARBE2;UP  ANARBE II;1,2;Hydro non UGH;GNRA;HANARBE
ANDASO2;18WANDASO2-123-Y;ANDASO2;ANDASOL-2;49,9;Solar thermal;EGLE;SANDA2
ANDASO3;18WANDASO3-123-R;ANDASO3;ANDASOL-3;49,9;Solar thermal;EGLE;SANDA3
ANDASOL;18WANDASOL-123-C;ANDASOL;ANDASOL I;49,9;Solar thermal;EGLE;SANDAS
ANDAYA;18WANDAYA-1234-F;ANDAYA;ANDAYA;7,4;Natural Gas Cogeneration;GNCO;TFGASN
ANDEVAL;18W000000000I7B4;ANDEVAL;ANDEVALO;42,0;Solar PV;IBGES;FIIBGES
ANDSC;18W000000000QY4G;ANDSC;ANDSC;2,0;Solar PV;GNRA;FVGNRA
ANEMC;18W000000000FESZ;18W0000000;18W000000000FESZ;4,8;Solar PV;GNRA;CANTL
ANG1;18WANG1-12345-AV;ANGUIANO 1;ANGUIANO 1;1,2;Hydro UGH;IBEG;EBRA
ANG2;18WANG2-12345-AL;ANGUIANO 2;ANGUIANO 2;1,3;Hydro UGH;IBEG;EBRA
ANG3;18WANG3-12345-AB;ANGUIANO 3;ANGUIANO 3;1,2;Hydro UGH;IBEG;EBRA
ANG4;18WANG4-12345-A1;ANGUIANO 4;LAS CUEVAS 1 (ANGUIANO 4);0,9;Hydro UGH;ASIE;ASIEBRO
ANG5;18WANG5-12345-AS;ANGUIANO 5;LAS CUEVAS 2 (ANGUIANO 5);0,9;Hydro UGH;ASIE;ASIEBRO
ANGEL;18WANGEL-12345-4;ANGEL;UF CH LOS ANGELES;1,5;Hydro non UGH;ANGEL;HGENHI
ANGELES;18WANGELES-123-X;ANGELES;18WANGELES-123-X;3,0;Hydro non UGH;EGLE;HVANGE
ANGES;18W000000000QDJC;ANGES;ANGES;12,0;Solar PV;CEG;FANGES1
ANGLC01;18W000000000TJXS;ANGLER;ANGLER ENERGIA SL;1,0;Competitive suppliers;ANGLB;ANGLC01
ANGOSTI;18WANGOSTI-123-5;ANGOSTI;P,E,ANGOSTILLOS;28,0;Wonshore wind;EGED;EGREEN1
ANGOSTU;18WANGOSTU-123-W;ANGOSTURAS;P.E. ANGOSTURAS;36,0;Wonshore wind;ECYR;EEGPES
ANIMC01;18W000000000AEQM;ANIMC01;ANIMC01;0,1;Competitive suppliers;ANIMA;ANIMC01
ANLLO;18WANLLO-12345-0;C.H. ANLLO;C.H. ANLLO;7,9;Hydro non UGH;ECYR;HEGPE
ANOIAEN;18WANOIAEN-123-2;ANOIAEN;ANOIAEN;13,8;Natural Gas Cogeneration;NEXU;TTFANOI
ANORDES;18WANORDES-12-EH;ANORDES;P. E. ALABE-NORDES;20,2;Wonshore wind;EGED;EFEGEL2
ANOVERR;18W000000000LKHF;ANOVR;ANOVER;46,2;Solar PV;GESTE;FANOVR
ANSERA3;18WANSERA3-123-H;ANSERA3;UF ANSERAL III;2,5;Hydro non UGH;PEUSA;HPEUSA
ANSERAL;18WANSERAL-123-2;ANSERAL;UF ANSERAL I Y II;5,9;Hydro non UGH;PEUSA;HPEUSA
ANSO1;18W0000000000UC5;ANSO1;ANSO1;4,0;Natural Gas Cogeneration;AME;TZAME
ANT1;18WANT1-12345--L;ANTOÑANA 1;ANTOÑANA 1;0,7;Hydro UGH;BARER;BEREBRO
ANTEC01;18W0000000004RGR;ANTEA;ANTEA ENERGIA COMERCIALIZADORA;0,1;Competitive suppliers;ANTEA;ANTEC01
ANTELLA;18WANTELLA-123-Y;ANTELLA;18WANTELLA-123-Y;3,6;Hydro non UGH;EGLE;HANTEL
ANTEX;18WANTEX-12345-C;UF ANTEX;UF ANTEX;1,0;Natural Gas Cogeneration;AME;TANTEX
ANTFW;18W000000000QQGG;ANTFW;ANTFW;1,8;Solar PV;GNRA;FVGNRA
ANTONI;18WANTONI-1234-U;ANTONI;ANTONI;49,9;Wonshore wind;EBLCO;EANTONI
ANTONIO;18W000000000P318;ANTONIO;PE ANTONIO VALVERDE;1,5;Wonshore wind;EGLE;EZENET
ANTPX;18W000000000S8NB;ANTPX;ANTPX;45,0;Solar PV;GNRA;UPANT
ANTUC01;18W000000000HL2L;ENERGY;COMERCIALIZADOR ENERGIA;0,1;Competitive suppliers;ANTUK;ANTUC01
ANUBIS1;18W000000000SN7Z;ANUBIS1;PSF ANUBIS;40,8;Solar PV;WMARK;FVANUBI
ANVER;18W000000000GMU3;ANVER;ANVER;2,0;Solar PV;GNRA;FVGNRA
ANZ1;18WANZ1-12345-A7;ANZANIGO;ANZANIGO;7,7;Hydro UGH;ENDG;EBRACC1
AOIZ;18WAOIZ-12345-DL;AOIZ;INCOGEN 2;3,5;Natural Gas Cogeneration;COGEN;AE11COG
AOZPR;18W000000000PD73;AOZPR;AOZPR;3,8;Solar PV;GNRA;FVGNRA
APALAN1;18WPEALPALANCI-M;APALAN1;P.E. ALTO PALANCIA I;26,0;Wonshore wind;EGED;EGREEN1
APALAN2;18WPEALPALANC2-X;APALAN2;P.E. ALTO PALANCIA II;46,0;Wonshore wind;EGED;EGREEN1
APALAN3;18WAPALAN3-123-M;APALAN3;P. E. ALTO PALANCIA III;32,0;Wonshore wind;EGED;EGREEN1
APOLC01;18W000000000R2CI;APOLB;APOLO BUSINESS SL;10,0;Competitive suppliers;APOLB;APOLC01
APOZOS;18W000000000T2RH;APOZOS;APOZOS;1,0;Hydro non UGH;CEG;HPOZOS
APRC01;18W000000000R0O0;APRC01;APRC01;1,0;Market direct consumption;APRES;APRC01
APRIC01;18W0000000004REV;APRIM;AUSARTA PRIMA COMPRA;0,1;Competitive suppliers;APRIM;APRIC01
AQU127;18W000000000TKLC;AQU127;AQU127;93,8;Solar PV;SOLRC;FAQU127
ARABAYO;18W000000000QFK4;ARABAYO;UF SOLAR ARABAYO;3,5;Solar PV;NEXU;FARBYON
ARACC01;18W-ARACC01-1--3;ARACA1;ARACA1;0,1;Competitive suppliers;ARACA;ARACC01
ARAGON;18WARAGON-123-EM;ARAGON;P.E. ARAGON;5,2;Wonshore wind;ECYR;EEGPEM
ARAIC01;18W000000000QE9T;ARAIA;SAN PEDRO DE ARAIA UNIDAD COMP;0,1;Competitive suppliers;CHPED;ARAIC01
ARALAR;18WARALAR-123--M;ARALAR;18WARALAR-123--M;13,9;Natural Gas Cogeneration;EGLE;TPAARA
ARAS;18WARAS-12345-EU;ARAS;P.E. LLANAS DE CODES - ARAS;33,0;Wonshore wind;EGED;EGREEN
ARASC01;18W0000000004T2C;ARASC01;ARASC01;0,4;Market direct consumption;ARAS;ARASC01
ARAT;18WARAT-12345-AS;ARATORES;ARATORES;0,3;Hydro UGH;ENDG;EBRACC1
ARATOM;18WARATOM-123-DD;ARATOM;ARATOM;12,5;Natural Gas Cogeneration;EGLE;TARATO
ARAVI;18WARAVI-12345-R;SABARCA;PE SANCHO ABARCA;10,2;Wonshore wind;NEXU;ESANCHO
ARAZURI;18WARAZURI-123-M;ARAZURI;ARAZURI;2,2;Biogas;CEG;RCOPAMP
ARB1;18WARB1-12345-A1;ARBON 1;ARBON 1;24,7;Hydro UGH;REPSB;VIES
ARB2;18WARB2-12345-AS;ARBON 2;ARBON 2;24,7;Hydro UGH;REPSB;VIES
ARBASOL;18W000000000RXZR;ARBASOL;UF SOLAR ARBASOL;5,0;Solar PV;NEXU;FARBASL
ARBER;18W000000000M3B0;ARBER;ARBER;2,0;Solar PV;GNRA;LAPEN
ARBOLE;18W00000000035MB;ARBOLE;LA ARBOLEDA;0,8;Hydro non UGH;IBGES;HFIBGES
ARC1;18WARC1-12345-AR;A.CABRAL 1;ARENAS DE CABRALES 1;4,2;Hydro UGH;REPSB;VIES
ARC2;18WARC2-12345-AH;A.CABRAL 2;ARENAS DE CABRALES 2;4,0;Hydro UGH;REPSB;VIES
ARC3TG1;18WARC3TG1-12-C4;ARC3TG1;ARCOS3 TURBINA GAS 1;260,9;Combined Cycle GT;IBGT;ARCOS3
ARC3TG2;18WARC3TG2-12-CY;ARC3TG2;ARCOS3 TURBINA GAS 2;267,8;Combined Cycle GT;IBGT;ARCOS3
ARC3TV;18WARC3TV-123-CP;ARC3TV;ARCOS3 TURBINA VAPOR;294,1;Combined Cycle GT;IBGT;ARCOS3
ARCA;18W000000000SD05;ARCA;UF SOLAR ARCA;1,0;Solar PV;NEXU;FARCA
ARCH;18WARCH-12345-AF;ARCHENA;ARCHENA;0,3;Hydro UGH;BARER;ARCH
ARCH2;18W000000000QP54;ARCH2;ARCH2;1,8;Solar PV;GNRA;FVGNRA
ARCH4;18W000000000QP62;ARCH4;ARCH4;2,4;Solar PV;GNRA;FVGNRA
ARCICAR;18W000000000O2Q2;ARCICLLR;ARCOLLAR;14,5;Solar PV;GESTE;FARCICR
ARCIREF;18W000000000TZXH;ARCIREF;ARCIREF;1,0;Competitive suppliers;EDPCL;EDPCR01
ARCKG1;18W000000000SGJW;ARCKG1;ARCKG1;39,2;Solar PV;GNRA;UPARCKG
ARCO1;18W000000000QF07;ARCO1;ARCO1;40,0;Solar PV;REPSB;FRSIGMA
ARCO2;18W000000000QE7X;ARCO2;ARCO2;40,0;Solar PV;REPSB;FRSIGMA
ARCO3;18W000000000Q4PR;ARCO3;ARCO3;40,5;Solar PV;REPSB;FRSIGMA
ARCO4;18W000000000QG12;ARCO4;ARCO4;24,5;Solar PV;REPSB;FRSIGMA
ARCO5;18W000000000QG20;ARCO5;ARCO5;24,5;Solar PV;REPSB;FRSIGMA
ARCO8;18W000000000TQBE;ARCO8;ARCO8;45,6;Solar PV;CEG;FARCO8
ARCOH;18W000000000QIY4;ARCOH;ARCOH;42,0;Solar PV;GNRA;UPARCOH
ARCOS1;18WARCOS1-123-CR;ARCOS1;ARCOS G1;389,2;Combined Cycle GT;IBGT;ARCOS1
ARCOS2;18WARCOS2-123-CJ;ARCOS2;ARCOS G2;373,2;Combined Cycle GT;IBGT;ARCOS2
ARCOSOL;18WARCOSOL-123-K;ARCOSOL;ARCOSOL 50;50,0;Solar thermal;GNRA;TSGNR
ARDONA1;18W000000000RNYM;ARDONA1;ARCHIDONA 1;17,0;Solar PV;EGLE;FSPV3
ARDONA2;18W000000000RNWQ;ARDONA2;ARCHIDONA 2;30,8;Solar PV;EGLE;FSPV10
ARE1;18WARE1-12345-A5;ARENZANA 1;ARENZANA 1;0,1;Hydro UGH;IBEG;EBRA
ARE2;18WARE2-12345-AW;ARENZANA 2;ARENZANA 2;0,1;Hydro UGH;IBEG;EBRA
AREFA;18WAREFA-1234-EI;AREFA;P. E. ALABE REFACHON;21,0;Wonshore wind;EGED;EFEGEL1
AREN;18WAREN-12345-A7;AREN;18WAREN-12345-A7;4,1;Hydro non UGH;EGLE;HCOHIG
ARENAL;18WARENAL-1234-S;ARENAL;18WARENAL-1234-S;2,8;Hydro non UGH;EGLE;HARENG
ARENALE;18WARENALE-12--X;ARENALE;18WARENALE-12--X;49,9;Solar thermal;EGLE;SARSOL
ARENALS;18W000000000NXTI;ARENALS;ARENALS;4,4;Solar PV;ADXRE;FAUDAX
ARESA;18W000000000QDN4;ARESA;ARESA;4,5;Hydro non UGH;GNRA;HFGNRA
ARG1;18WARG1-12345-AK;ARGONE 1;ARGONE 1;7,6;Hydro UGH;ENDG;EBRACC2
ARG2;18WARG2-12345-AA;ARGONE 2;ARGONE 2;7,2;Hydro UGH;ENDG;EBRACC2
ARGANO;18WARGANO-1234-W;ARGANO;P.E. ARGAÑOSO;22,0;Wonshore wind;IBGES;EHIBGES
ARGC01;18W000000000ONZW;ARGC01;ARGC01;0,6;Market direct consumption;ARGIM;ARGC01
ARGOITI;18WARGOITI-123-A;ARGOITI;UF USARGOITI;1,9;Oil products and coal;GNRA;TUSARGO
ARGSOL;18W000000000L18G;ARGASOL;UF ARGASOL;10,0;Solar PV;EBLCO;FARGASL
ARGUC01;18W000000000F272;ARGUS UPR;COLABORA ENERGIA-ARGUS UPR;0,1;Competitive suppliers;ARGUS;ARGUC01
ARIAS1;18WARIAS1-123-AV;ARIAS1;ARIAS1;6,3;Hydro non UGH;HDE;HHDESP
ARIAS2;18WARIAS2-123--8;ARIAS2;ARIAS2;6,3;Hydro non UGH;HDE;HHDESP
ARIESTO;18WARIESTO-12-AK;ARIESTO;ARIESTOLAS;6,1;Hydro non UGH;HDE;HHDESP
ARIZ;18WARIZ-12345-AS;ARIZMENDI;ARIZMENDI;0,1;Hydro UGH;BARER;BEREBRO
ARLANZ;18W000000000JKS1;ARLANZ;ARLANZ;4,0;Natural Gas Cogeneration;AME;TZAME
ARLAS;18WARLAS-1234-AM;ARLAS;ARLAS;4,1;Hydro non UGH;EGED;HFEGED
ARLAZON;18W0000000006SCO;ARLANZON;UF CH ARLANZON;1,3;Hydro non UGH;AME;HGAME
ARMEP;18W000000000TRJW;ARMEP;ARMEP;200,0;Solar PV;GNRA;UPARM
ARMIJO;18WARMIJO-123-EI;ARMIJO;P.E. ACAMPO ARMIJO;18,0;Wonshore wind;HISPE;RWESZN
ARNE1;18W000000000RGUE;ARNE1;ARNE1;8,0;Solar PV;GNRA;UPARN1
ARNE2;18W000000000RGWA;ARNE2;ARNE2;8,0;Solar PV;GNRA;UPARN2
ARNE3;18W000000000RGY6;ARNE3;ARNE3;8,0;Solar PV;GNRA;UPARN3
ARNE4;18W000000000RH2U;ARNE4;ARNE4;6,0;Solar PV;GNRA;UPARN4
ARNOYA;18WARNOYA-123-A6;ARNOYA;C. H. ARNOYA;10,0;Hydro non UGH;EGLE;HGIES
AROBRES;18W000000000QB0J;AROBRES;AROBRES;6,0;Wonshore wind;CEG;EEOBRO2
ARPAL;18W000000000SZ0D;ARPAL;UF SOLAR ARPAL;8,5;Solar PV;NEXU;FARPAL
ARQCU;18W000000000NQXV;ARQCU;ARQCU;1,4;Hydro non UGH;GNRA;HCUER
ARR1;18WARR1-12345-AA;ARRAMBID 1;ARRAMBIDE 1;0,2;Hydro UGH;IBEG;EBRA
ARR2;18WARR2-12345-A0;ARRAMBID 2;ARRAMBIDE 2;0,3;Hydro UGH;IBEG;EBRA
ARR3;18WARR3-12345-AR;ARRAMBID 3;ARRAMBIDE 3;0,4;Hydro UGH;IBEG;EBRA
ARRIELO;18WARRIELO-123-7;ARRIELO;P.E. ARRIELO;49,5;Wonshore wind;MEDI;EMEDI
ARRO;18WARRO-12345-A2;ARROLLANDI;ARROLLANDIETA;0,5;Hydro UGH;BARER;BEREBRO
ARROBO;18W000000000MH65;ARROBO;ARROBO;1,8;Solar PV;NEXU;FAROBO
ARROIBA;18WARROIBA-12--R;ARROIBA;C.H. ARROIBAR;14,7;Hydro non UGH;ECYR;HEGPE
ARROYAL;18WARROYAL-123-O;ARROYAL;ARROYAL;46,5;Wonshore wind;EGLE;ELBOGA
ARRU1;18WARRU1-1234-CW;UFARRU1;UF ARRUBAL1;394,6;Combined Cycle GT;ARRUB;ARRU1
ARRU1X;18W-ARRU1X-22--2;ARRU1X;ARRU1X;1,0;Aux. Svcs. Consumption;ARRUB;ARRU1X
ARRU2;18WARRU2-1234-CN;UFARRU2;UF DE ARRUBAL2;390,0;Combined Cycle GT;ARRUB;ARRU2
ARRU2X;18W-ARRU2X-84--U;ARRU2X;ARRU2X;1,0;Aux. Svcs. Consumption;ARRUB;ARRU2X
ARSOL;18W000000000QFYD;ARSOL;ARSOL;5,0;Solar PV;GNRA;FVGNRA
ART1;18WART1-12345-AP;ARTIES 1;ARTIES 1;33,4;Hydro UGH;ENDG;EBRFEN
ART2;18WART2-12345-AF;ARTIES 2;ARTIES 2;33,4;Hydro UGH;ENDG;EBRFEN
ARTABRA;18WARTABRA-123-V;ARTABRA;ARTABRA;13,1;Oil products and coal;CEG;TARTABR
ARTEIXO;18WARTEIXO-123-4;ARTEIXO;18WARTEIXO-123-4;2,0;Wonshore wind;EGLE;EFERSA
ARTICUL;18W000000000IBTU;ARTICULATA;UF ARTICULATA;2,0;Solar PV;NEXU;FAZARA
ARTIGAS;18WARTIGAS-123-R;ARTIGAS;ARTIGAS;1,4;Biogas;CEG;RARTIGA
ARTIX;18W000000000TUU1;ARTIX;ARTIX;1,4;Solar PV;GNRA;UPSON2
ARUNAII;18W000000000TK0H;ARUNAII;PE A RUÑA II;21,0;Wonshore wind;EGLE;EDEREN
ASC1;18WASC1-12345-BD;ASCO 1;ASCO (G.1);995,8;Nuclear;ENDG;ASC1
ASC2;18WASC2-12345-B3;ASCO 2;ASCO (G.2);991,7;Nuclear;ENDG;ASC2
ASCCI;18W000000000R0TR;ASCCI;ASCCI;2,6;Solar PV;GNRA;CASMON
ASCOY;18W000000000MGO9;ASCOY;UF EOLICA ASCOY;7,6;Wonshore wind;NEXU;EASCOI
ASEGRE;18WASEGRE-123-AJ;RE-000291;ARTESA;1,6;Hydro non UGH;CEG;HEEARG
ASEIXAL;18WASEIXAL-123-2;ASEIXAL;P.E. ASEIXAL;30,0;Wonshore wind;GNCO;EGASNE2
ASESA;18WASESA-1234--H;ASESA;COGENERACIÓ ASESA;13,5;Natural Gas Cogeneration;DETIC;TFASESA
ASETYM;18W000000000PXE3;ASETYM;PARQUE FV ASETYM SOL DE MURCIA;1,8;Solar PV;EBLCO;FASETYM
ASETYM2;18W000000000PZOE;ASETYM2;PARQUE FV ASETYM2;1,7;Solar PV;EBLCO;FASETYM
ASIEC01;18W000000000EME6;COMPRA ENE;ADQUISICIN DE ENERGA;5,0;Competitive suppliers;ASIE;ASIEC01
ASNEVES;18WASNEVES-123-S;ASNEVES;18WASNEVES-123-S;2,4;Wonshore wind;EGLE;EFERSA
ASOAN;18WASOAN-1234-EE;ASOAN;P. E. ALABE SOAN;19,5;Wonshore wind;EGED;EFEGEL2
ASOANA;18WASOANA-123-ET;ASOANA;ASOANA;21,7;Wonshore wind;EGED;EFEGEL2
ASOEV;18W000000000R0UP;ASOEV;ASOEV;3,8;Solar PV;GNRA;FVGNRA
ASOLANA;18WASOLANA-12-EO;ASOLANA;P.E. ATALAYA DE LA SOLANA;20,4;Wonshore wind;IBGES;EHIBGES
ASOMC;18W000000000PPQ3;ASOMC;ASOMADA;3,8;Solar PV;SOMEN;SENFV1
ASPGN;18W000000000MLMZ;ASPGN;ASPGN;42,1;Solar PV;GNRA;HABGN
ASSEC01;18W000000000R32Z;ASSEC01;ASSENN ENERGY SL;0,0;Competitive suppliers;ASSEN;ASSEC01
ASTC01;18W-ASTC01-25--K;ASTC01;ASTC01;1,3;Market direct consumption;AST;ASTC01
ASTCP3;18W00000000013SD;ASTCP3;ASTCP3;2,0;Import France;AST;ASTCP3
ASTE1A;18WASTE1A-123--E;ASTE1A;18WASTE1A-123--E;49,9;Solar thermal;NEXU;SASTE1A
ASTE1B;18WASTE1B-1234-S;ASTE1B;18WASTE1B-1234-S;49,9;Solar thermal;NEXU;SASTE1B
ASTEC01;18W000000000UIIK;ASTEC01;COMPRA COMERCIALIZADORA;1,0;Competitive suppliers;ASTEN;ASTEC01
